Cpu,Gpu,Memory,Price,Cpu_Value,Cpu_Generation,Memory_Type,Gpu_Category
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050 ti,SSD +  HDD,95850.72,1,Intel Core i7,1,Card rời
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,111301.92,1,Intel Core i7,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050,SSD +  HDD,67132.8,1,Intel Core i7,1,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,63349.92,1,Intel Core i5,1,Card onboard
Intel Core i3 7100U 2.4GHz,intel hd graphics 620,SSD,29144.16,1,Intel Core i3,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,41505.12,1,Intel Core i5,2,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,63669.6,1,Intel Core i5,1,Card onboard
Intel Core i5 6300U 2.4GHz,intel hd graphics 520,SSD,58607.4672,1,Intel Core i5,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,64202.4,1,Intel Core i5,1,Card onboard
Intel Core i7 6600U 2.6GHz,intel hd graphics 520,SSD,77202.72,1,Intel Core i7,1,Card onboard
Intel Core i5 7200U 2.5GHz,nvidia geforce 930mx,SSD,55904.5728,1,Intel Core i5,1,Card rời
Intel Core i3 7100U 2.4GHz,intel hd graphics 620,HDD,36443.52,1,Intel Core i3,2,Card onboard
Intel Core i5 7300HQ 2.5GHz,nvidia geforce gtx 1050,1.Hybrid,50562.72,1,Intel Core i5,0,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,81997.92,1,Intel Core i5,2,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,84715.2,1,Intel Core i5,1,Card onboard
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,100550.5488,1,Intel Core i7,1,Card onboard
Intel Core i3 7100U 2.4GHz,intel hd graphics 620,HDD,42624.0,1,Intel Core i3,2,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,64468.8,1,Intel Core i5,1,Card onboard
Intel Core i3 7100U 2.4GHz,intel hd graphics 620,SSD,41025.0672,1,Intel Core i3,1,Card onboard
Intel Core i7 6820HQ 2.7GHz,nvidia quadro 3000m,SSD,158135.04,1,Intel Core i7,1,Card rời
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,79387.2,1,Intel Core i5,1,Card onboard
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,118761.12,1,Intel Core i7,1,Card onboard
Intel Core i3 6100U 2.3GHz,intel hd graphics 520,HDD,42410.3472,1,Intel Core i3,2,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,84715.2,1,Intel Core i5,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,61218.72,1,Intel Core i5,1,Card onboard
Intel Core i7 7500U 2.7GHz,nvidia geforce 930mx,SSD,63159.7104,1,Intel Core i7,1,Card rời
Intel Core i5 6300U 2.4GHz,intel hd graphics 520,HDD,55754.3232,1,Intel Core i5,2,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,83063.52,1,Intel Core i5,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,63349.92,1,Intel Core i5,2,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,56476.8,1,Intel Core i5,2,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,86526.72,1,Intel Core i5,1,Card onboard
Intel Core i5 7200U 2.5GHz,nvidia geforce 930mx,SSD,57542.4,1,Intel Core i5,1,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,51841.44,1,Intel Core i5,1,Card onboard
AMD A9-Series 9420 3GHz,amd radeon r5,HDD,21791.52,2,Other,2,Khác
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050,SSD +  HDD,63499.104,1,Intel Core i7,1,Card rời
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,63669.6,1,Intel Core i5,1,Card onboard
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,65480.5872,1,Intel Core i7,1,Card onboard
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,71874.72,1,Intel Core i7,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,39533.76,1,Intel Core i5,2,Card onboard
Intel Core i7 6600U 2.6GHz,intel hd graphics 520,SSD,91908.0,1,Intel Core i7,1,Card onboard
Intel Core i5 6300U 2.4GHz,intel hd graphics 520,SSD,56633.976,1,Intel Core i5,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,53839.9728,1,Intel Core i5,1,Card onboard
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,45128.16,1,Intel Core i7,1,Card onboard
Intel Atom X5-Z8350 1.44GHz,intel hd graphics 400,Flash Storage,11231.424,1,Other,0,Card onboard
Intel Core i7 6500U 2.5GHz,nvidia geforce 930m,SSD,75924.0,1,Intel Core i7,1,Card rời
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,55922.688,1,Intel Core i5,1,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,HDD,53280.0,1,Intel Core i5,2,Card onboard
Intel Core i5 6300U 2.4GHz,intel hd graphics 520,SSD +  HDD,112065.9552,1,Intel Core i5,1,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,78268.32,1,Intel Core i5,1,Card onboard
Intel Core i7 6820HK 2.7GHz,nvidia geforce gtx 980m,SSD +  HDD,82351.6992,1,Intel Core i7,1,Card rời
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 980m,SSD +  HDD,122010.6672,1,Intel Core i7,1,Card rời
Intel Celeron Dual Core N3060 1.6GHz,intel hd graphics 400,Flash Storage,15339.312,1,Other,0,Card onboard
Intel Core i7 6600U 2.6GHz,intel hd graphics 520,SSD,139593.6,1,Intel Core i7,1,Card onboard
Intel Core i7 7500U 2.7GHz,nvidia geforce 940mx,HDD,52161.12,1,Intel Core i7,2,Card rời
Intel Core i5 7200U 2.7GHz,intel hd graphics 620,SSD,58288.32,1,Intel Core i5,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,52161.12,1,Intel Core i5,1,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,120093.12,1,Intel Core i7,1,Card onboard
Intel Core i3 6100U 2.3GHz,intel hd graphics 520,HDD,37570.392,1,Intel Core i3,2,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,26586.72,1,Intel Core i5,2,Card onboard
AMD A8-Series 7410 2.2GHz,amd radeon r5,HDD,23922.72,2,Other,2,Khác
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,69210.72,1,Intel Core i7,1,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 1060,SSD +  HDD,96916.32,1,Intel Core i7,1,Card rời
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 965m,HDD,53173.44,1,Intel Core i7,2,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics,HDD,29783.52,1,Intel Core i5,2,Card onboard
Intel Core i7 7500U 2.7GHz,amd radeon r7 m445,HDD,52746.6672,1,Intel Core i7,2,Khác
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 1060,SSD +  HDD,102777.12,1,Intel Core i7,1,Card rời
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,77682.24,1,Intel Core i7,1,Card onboard
Intel Core i7 6820HK 2.7GHz,nvidia geforce gtx 980,SSD,211788.0,1,Intel Core i7,1,Card rời
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,42517.9728,1,Intel Core i7,1,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 970m,SSD +  HDD,70809.12,1,Intel Core i7,1,Card rời
Intel Core M 1.1GHz,intel hd graphics 515,Flash Storage,69264.0,1,Other,0,Card onboard
Intel Core i3 6100U 2.3GHz,intel hd graphics 520,HDD,25679.8944,1,Intel Core i3,2,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,HDD,63882.72,1,Intel Core i5,2,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,63882.72,1,Intel Core i5,1,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,58075.2,1,Intel Core i7,1,Card onboard
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,91294.7472,1,Intel Core i7,1,Card onboard
Intel Core i5 6200U 2.3GHz,amd radeon r5 m330,1.HDD,35111.52,1,Intel Core i5,2,Khác
Intel Core i5 6300HQ 2.3GHz,nvidia geforce gtx 950m,HDD,52054.56,1,Intel Core i5,2,Card rời
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1070,SSD +  HDD,133146.72,1,Intel Core i7,1,Card rời
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,HDD,28771.2,1,Intel Core i5,2,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,HDD,50083.2,1,Intel Core i5,2,Card onboard
Intel Core M 6Y75 1.2GHz,intel hd graphics 515,SSD,74538.72,1,Other,1,Card onboard
Intel Core i7 6820HK 2.7GHz,nvidia geforce gtx 980m,SSD +  1.Hybrid,172627.2,1,Intel Core i7,1,Card rời
Intel Atom x5-Z8550 1.44GHz,intel hd graphics 400,Flash Storage,34433.2656,1,Other,0,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,109170.72,1,Intel Core i7,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,39960.0,1,Intel Core i5,1,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,HDD,54931.1472,1,Intel Core i5,2,Card onboard
Intel Core i7 6500U 2.5GHz,amd firepro w4190m,SSD,79653.6,1,Intel Core i7,1,Khác
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,63882.72,1,Intel Core i5,1,Card onboard
Intel Pentium Dual Core 4405Y 1.5GHz,intel hd graphics 515,Flash Storage,32767.2,1,Other,0,Card onboard
AMD A8-Series 7410 2.2GHz,amd radeon r5,HDD,20619.36,2,Other,2,Khác
Intel Pentium Quad Core N3700 1.6GHz,intel hd graphics,HDD,20965.1472,1,Other,2,Card onboard
Intel Core i3 6006U 2GHz,intel hd graphics 520,HDD,18434.3472,1,Intel Core i3,2,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1060,SSD +  HDD,85194.72,1,Intel Core i7,1,Card rời
Intel Core i5 8250U 1.6GHz,amd radeon 530,SSD,43601.688,1,Intel Core i5,1,Khác
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,85194.72,1,Intel Core i5,1,Card onboard
Intel Core i5 7200U 2.5GHz,nvidia geforce gtx 950m,SSD +  HDD,42570.72,1,Intel Core i5,1,Card rời
Intel Core i5 7200U 2.5GHz,amd radeon r7 m445,HDD,34035.264,1,Intel Core i5,2,Khác
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 965m,SSD,85194.72,1,Intel Core i7,1,Card rời
Intel Pentium Quad Core N3710 1.6GHz,intel hd graphics 405,HDD,26640.0,1,Other,2,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 980m,SSD +  HDD,122490.72,1,Intel Core i7,1,Card rời
Intel Core i3 6100U 2.3GHz,intel hd graphics 520,HDD,60480.792,1,Intel Core i3,2,Card onboard
Intel Core i3 6100U 2.3GHz,intel hd graphics 520,SSD,62176.1616,1,Intel Core i3,1,Card onboard
Intel Celeron Dual Core 3205U 1.5GHz,intel hd graphics,SSD,11135.52,1,Other,1,Card onboard
Intel Core i7 6700HQ 2.6GHz,amd firepro w6150m,HDD,154458.72,1,Intel Core i7,2,Khác
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050 ti,SSD,63882.72,1,Intel Core i7,1,Card rời
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,75289.968,1,Intel Core i5,1,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 960m,SSD +  HDD,80516.2032,1,Intel Core i7,1,Card rời
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,46193.76,1,Intel Core i5,1,Card onboard
AMD A6-Series 9220 2.5GHz,amd radeon r4,HDD,21205.44,2,Other,2,Khác
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 960m,SSD +  HDD,71341.92,1,Intel Core i7,1,Card rời
Intel Core M 6Y54 1.1GHz,intel hd graphics 515,SSD,90522.72,1,Other,1,Card onboard
Intel Core i5 6200U 2.3GHz,amd radeon r5 m315,HDD,40980.312,1,Intel Core i5,2,Khác
Intel Core i3 6006U 2.0GHz,intel hd graphics 520,SSD,22857.12,1,Intel Core i3,1,Card onboard
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,104908.32,1,Intel Core i7,1,Card onboard
Intel Atom x5-Z8550 1.44GHz,intel hd graphics 400,Flash Storage,29250.72,1,Other,0,Card onboard
Intel Core i7 7560U 2.4GHz,intel iris plus graphics 640,SSD,73473.12,1,Intel Core i7,1,Card onboard
Intel Core i7 6820HK 2.7GHz,nvidia geforce gtx 980m,SSD +  1.Hybrid,146519.4672,1,Intel Core i7,1,Card rời
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,54825.12,1,Intel Core i7,1,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,118601.28,1,Intel Core i7,1,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 960m,SSD +  HDD,69929.4672,1,Intel Core i7,1,Card rời
Intel Atom X5-Z8350 1.44GHz,intel hd graphics 400,Flash Storage,10442.88,1,Other,0,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,90043.2,1,Intel Core i5,1,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,80612.64,1,Intel Core i5,1,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,HDD,27899.0064,1,Intel Core i5,2,Card onboard
Intel Core i3 7100U 2.4GHz,intel hd graphics 620,HDD,23176.8,1,Intel Core i3,2,Card onboard
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,88924.32,1,Intel Core i7,1,Card onboard
Intel Atom x5-Z8550 1.44GHz,intel hd graphics 400,Flash Storage,25521.12,1,Other,0,Card onboard
Intel Core i5 6300U 2.4GHz,intel hd graphics 520,SSD,100965.6,1,Intel Core i5,1,Card onboard
Intel Core i5 7300HQ 2.5GHz,nvidia geforce gtx 1060,SSD +  HDD,52693.92,1,Intel Core i5,1,Card rời
Intel Core i5 6300HQ 2.3GHz,nvidia geforce gtx 1060,SSD +  HDD,60153.12,1,Intel Core i5,1,Card rời
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,HDD,33513.12,1,Intel Core i7,2,Card onboard
Intel Core i7 6600U 2.6GHz,nvidia quadro m500m,SSD,109244.2464,1,Intel Core i7,1,Card rời
Intel Celeron Dual Core N3350 1.1GHz,intel hd graphics 500,Flash Storage,14811.84,1,Other,0,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,40066.56,1,Intel Core i7,1,Card onboard
Intel Core i5 7200U 2.5GHz,nvidia geforce 940mx,HDD,32820.48,1,Intel Core i5,2,Card rời
Intel Core i7 6500U 2.5GHz,amd radeon r7 m360,1.Hybrid,58554.72,1,Intel Core i7,0,Khác
Intel Core i7 6700HQ 2.6GHz,nvidia quadro m3000m,SSD,210424.032,1,Intel Core i7,1,Card rời
Intel Core i5 7200U 2.5GHz,amd radeon r7 m445,HDD,41771.52,1,Intel Core i5,2,Khác
Intel Core i7 6820HQ 2.7GHz,nvidia geforce gtx 980m,SSD +  HDD,127818.72,1,Intel Core i7,1,Card rời
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,115709.2416,1,Intel Core i7,1,Card onboard
Intel Core i7 6600U 2.6GHz,intel hd graphics 520,SSD,130003.2,1,Intel Core i7,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050,SSD +  HDD,60888.384,1,Intel Core i7,1,Card rời
Intel Core i5 6300U 2.4GHz,intel hd graphics 520,SSD,86793.12,1,Intel Core i5,1,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia quadro m1000m,SSD,118761.12,1,Intel Core i7,1,Card rời
Intel Core i7 6600U 2.6GHz,intel hd graphics 520,SSD,95850.72,1,Intel Core i7,1,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia quadro m1000m,SSD,101178.72,1,Intel Core i7,1,Card rời
Intel Core i7 6500U 2.50GHz,intel hd graphics 520,SSD,122381.496,1,Intel Core i7,1,Card onboard
Intel Core i7 7500U 2.7GHz,nvidia geforce 940mx,SSD,53807.472,1,Intel Core i7,1,Card rời
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,84129.12,1,Intel Core i5,1,Card onboard
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,124621.92,1,Intel Core i7,1,Card onboard
Intel Core i3 6006U 2.0GHz,intel hd graphics 520,HDD,18061.92,1,Intel Core i3,2,Card onboard
AMD E-Series 7110 1.8GHz,amd radeon r2 graphics,HDD,15824.16,2,Other,2,Khác
Intel Core i5 6200U 2.3GHz,amd radeon r5 m330,HDD,31914.72,1,Intel Core i5,2,Khác
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050ti,HDD,63882.72,1,Intel Core i7,2,Card rời
Intel Core i5 6300HQ 2.3GHz,nvidia geforce 960m,SSD,119916.2304,1,Intel Core i5,1,Card rời
AMD A6-Series A6-9220 2.5GHz,amd radeon 520,SSD,25515.2592,2,Other,1,Khác
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050 ti,SSD +  HDD,79536.384,1,Intel Core i7,1,Card rời
Intel Core i7 6600U 2.6GHz,intel hd graphics 520,SSD,122490.72,1,Intel Core i7,1,Card onboard
Intel Core i5 6200U 2.3GHz,amd radeon r5 m330,1.Hybrid,42010.7472,1,Intel Core i5,0,Khác
Intel Core i7 6600U 2.6GHz,intel hd graphics 520,SSD,108744.48,1,Intel Core i7,1,Card onboard
Intel Core i7 6600U 2.6GHz,intel hd graphics 520,SSD,79866.72,1,Intel Core i7,1,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 970m,SSD +  HDD,94252.32,1,Intel Core i7,1,Card rời
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050,HDD,47898.72,1,Intel Core i7,2,Card rời
Intel Core i3 6006U 2.0GHz,intel hd graphics 520,HDD,24455.52,1,Intel Core i3,2,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,HDD,25414.0272,1,Intel Core i5,2,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050 ti,SSD +  HDD,79813.44,1,Intel Core i7,1,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,74059.2,1,Intel Core i5,1,Card onboard
Intel Core i3 6006U 2GHz,nvidia geforce 920mx,HDD,24935.04,1,Intel Core i3,2,Card rời
Intel Celeron Dual Core N3060 1.6GHz,intel hd graphics 400,Flash Storage,13266.72,1,Other,0,Card onboard
Intel Core i7 7500U 2.7GHz,nvidia geforce gtx 1050,HDD,44701.92,1,Intel Core i7,2,Card rời
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,36177.12,1,Intel Core i7,1,Card onboard
Intel Core i7 8550U 1.8GHz,intel uhd graphics 620,SSD,61751.52,1,Intel Core i7,1,Card onboard
Intel Celeron Dual Core N3050 1.6GHz,intel hd graphics,HDD,19660.32,1,Other,2,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,HDD,21205.44,1,Intel Core i5,2,Card onboard
Intel Core i7 7500U 2.7GHz,nvidia geforce 940mx,HDD,37775.52,1,Intel Core i7,2,Card rời
Intel Core i3 7100U 2.4GHz,intel hd graphics 620,SSD,40972.32,1,Intel Core i3,1,Card onboard
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,1.Hybrid,43956.0,1,Intel Core i7,0,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 960,SSD,69530.4,1,Intel Core i7,1,Card rời
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 970m,SSD +  HDD,114731.5536,1,Intel Core i7,1,Card rời
Intel Core i3 6100U 2.3GHz,intel hd graphics 520,HDD,34632.0,1,Intel Core i3,2,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,87219.36,1,Intel Core i5,1,Card onboard
Intel Core i7 7500U 2.7GHz,nvidia geforce 920m,SSD,44275.68,1,Intel Core i7,1,Card rời
Intel Core i7 7500U 2.7GHz,nvidia geforce gt 940mx,SSD,47686.1328,1,Intel Core i7,1,Card rời
Intel Celeron Dual Core N3350 2GHz,intel hd graphics 500,HDD,17742.24,1,Other,2,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 960m,HDD,42570.72,1,Intel Core i7,2,Card rời
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 960m,SSD +  HDD,48431.52,1,Intel Core i7,1,Card rời
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,62817.12,1,Intel Core i7,1,Card onboard
Intel Core i5 7200U 2.5GHz,nvidia geforce 940mx,SSD,36816.48,1,Intel Core i5,1,Card rời
Intel Core i5 6300U 2.4GHz,intel hd graphics 520,SSD,58554.72,1,Intel Core i5,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1070,SSD +  HDD,138474.72,1,Intel Core i7,1,Card rời
Intel Core i5 7300HQ 2.5GHz,nvidia geforce gtx 1050,HDD,43636.32,1,Intel Core i5,2,Card rời
Samsung Cortex A72&A53 2.0GHz,arm mali t860 mp4,Flash Storage,35111.52,0,Other,0,Khác
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,25840.8,1,Intel Core i5,2,Card onboard
Intel Core M 1.1GHz,intel hd graphics 5300,Flash Storage,61964.64,1,Other,0,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,63882.72,1,Intel Core i5,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050,SSD +  HDD,70702.56,1,Intel Core i7,1,Card rời
Intel Core i3 6006U 2GHz,amd radeon r5 m430,HDD,19607.04,1,Intel Core i3,2,Khác
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 980m,SSD +  HDD,114552.0,1,Intel Core i7,1,Card rời
Intel Celeron Dual Core N3350 2GHz,intel hd graphics 500,HDD,14492.16,1,Other,2,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1060,SSD +  HDD,109165.392,1,Intel Core i7,1,Card rời
Intel Core i3 6006U 2.0GHz,amd radeon r7 m440,SSD,26586.72,1,Intel Core i3,1,Khác
Intel Core i7 6500U 2.5GHz,nvidia geforce 920mx,HDD,33513.12,1,Intel Core i7,2,Card rời
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,142790.4,1,Intel Core i7,1,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 1060,HDD,62284.32,1,Intel Core i7,2,Card rời
Intel Core i5 7200U 2.5GHz,amd radeon r7 m445,SSD,47365.92,1,Intel Core i5,1,Khác
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,30849.12,1,Intel Core i5,1,Card onboard
AMD E-Series 9000 2.2GHz,amd radeon r2 graphics,HDD,15930.72,2,Other,2,Khác
Intel Core i3 6006U 2.0GHz,nvidia geforce 940mx,HDD,33513.12,1,Intel Core i3,2,Card rời
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1070,SSD +  HDD,130482.72,1,Intel Core i7,1,Card rời
Intel Core M 1.2GHz,intel hd graphics 515,Flash Storage,68145.12,1,Other,0,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1060,SSD +  HDD,93186.72,1,Intel Core i7,1,Card rời
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 1060,SSD +  HDD,103842.1872,1,Intel Core i7,1,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,53226.72,1,Intel Core i5,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1060,SSD +  HDD,103842.72,1,Intel Core i7,1,Card rời
Intel Celeron Dual Core 3205U 1.5GHz,intel hd graphics,SSD,9270.72,1,Other,1,Card onboard
Intel Core i3 6006U 2GHz,nvidia geforce 940mx,HDD,31861.44,1,Intel Core i3,2,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,28717.92,1,Intel Core i5,2,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 960<u+039c>,SSD +  HDD,67772.16,1,Intel Core i7,1,Card rời
Intel Core i7 7Y75 1.3GHz,intel hd graphics 615,SSD,61218.72,1,Intel Core i7,1,Card onboard
Intel Core i7 6600U 2.6GHz,intel hd graphics 520,SSD,81465.12,1,Intel Core i7,1,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 1060,SSD +  HDD,78647.1408,1,Intel Core i7,1,Card rời
AMD A12-Series 9720P 2.7GHz,amd radeon 530,HDD,28185.12,2,Other,2,Khác
Intel Core i5 6300U 2.4GHz,intel hd graphics 520,SSD,91288.3536,1,Intel Core i5,1,Card onboard
Intel Core i3 7100U 2.4GHz,intel hd graphics 620,HDD,27119.52,1,Intel Core i3,2,Card onboard
Intel Pentium Quad Core N3710 1.6GHz,intel hd graphics 405,HDD,16463.52,1,Other,2,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,78694.56,1,Intel Core i7,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 520,HDD,27804.7008,1,Intel Core i5,2,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 960m,SSD +  HDD,54825.12,1,Intel Core i7,1,Card rời
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050,SSD +  HDD,61218.72,1,Intel Core i7,1,Card rời
Intel Core i7 6500U 2.50GHz,intel hd graphics 520,SSD,87912.0,1,Intel Core i7,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1060,SSD,186426.72,1,Intel Core i7,1,Card rời
Intel Core i3 7100U 2.4GHz,intel hd graphics 620,HDD,24988.8528,1,Intel Core i3,2,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1060,SSD +  HDD,85141.44,1,Intel Core i7,1,Card rời
Intel Core i5 1.6GHz,intel hd graphics 6000,Flash Storage,51095.52,1,Intel Core i5,0,Card onboard
Intel Core i3 6006U 2GHz,intel hd graphics 520,HDD,25467.84,1,Intel Core i3,2,Card onboard
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,117119.5632,1,Intel Core i7,1,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,HDD,39267.36,1,Intel Core i5,2,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 960m,SSD +  HDD,62284.32,1,Intel Core i7,1,Card rời
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,79866.72,1,Intel Core i7,1,Card onboard
AMD A12-Series 9720P 3.6GHz,amd radeon 530,SSD,31838.5296,2,Other,1,Khác
